"@timestamp",message
"March 7th 2019, 17:10:16.000","80.83.238.21 - - [07/Mar/2019:17:10:16 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""80.83.238.21"" ""-"" ""-"" ""memberId=-;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_cc5fcb14-2504-4202-92c4-bd70524d71d8;language=-;applanguage=ru;network_type=4G;Device=SM-A720F Android8.0.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.095 10.160.10.15:8001 api-service.shein.com 0.095"
"March 7th 2019, 17:10:13.000","176.117.226.29 - - [07/Mar/2019:17:10:13 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""176.117.226.29"" ""-"" ""-"" ""memberId=55671601;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_4661a6fd-e420-459d-b3c5-32844150aa4a;language=-;applanguage=ru;network_type=WIFI;Device=ASUS_Z010DD Android6.0.1;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.090 10.160.10.217:8001 api-service.shein.com 0.090"
"March 7th 2019, 17:10:11.000","188.170.192.137 - - [07/Mar/2019:17:10:11 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""188.170.192.137, 95.100.181.4"" ""-"" ""-"" ""memberId=68520349;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_b0954583-1df9-494e-9e2c-7897f74f4f3e;language=-;applanguage=ru;network_type=4G;Device=FRD-L09 Android7.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.123 10.160.11.187:8001 api-service.shein.com 0.123"
"March 7th 2019, 17:10:09.000","176.59.16.93 - - [07/Mar/2019:17:10:09 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""176.59.16.93, 87.245.209.219"" ""-"" ""-"" ""memberId=31196728;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_f5afbd5a-0510-4eee-a97c-f0c6ce3a8176;language=-;applanguage=ru;network_type=4G;Device=LG-K430 Android6.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.160 10.160.10.217:8001 api-service.shein.com 0.160"
"March 7th 2019, 17:10:02.000","85.91.197.6 - - [07/Mar/2019:17:10:02 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""85.91.197.6, 88.221.216.69"" ""-"" ""-"" ""memberId=69726267;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_404b77cb-6135-4289-9318-3957d94e427a;language=-;applanguage=ru;network_type=WIFI;Device=Redmi6 Android8.1.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.103 10.160.10.217:8001 api-service.shein.com 0.103"
"March 7th 2019, 17:09:58.000","95.153.129.158 - - [07/Mar/2019:17:09:58 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""95.153.129.158"" ""-"" ""-"" ""memberId=-;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_8ba746a3-6a30-4aa8-9ba9-963412b3ebb1;language=-;applanguage=ru;network_type=4G;Device=AUM-L41 Android8.0.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.074 10.160.10.15:8001 api-service.shein.com 0.074"
"March 7th 2019, 17:09:55.000","95.153.129.158 - - [07/Mar/2019:17:09:55 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""95.153.129.158, 88.221.216.134"" ""-"" ""-"" ""memberId=-;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_8ba746a3-6a30-4aa8-9ba9-963412b3ebb1;language=-;applanguage=ru;network_type=4G;Device=AUM-L41 Android8.0.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.074 10.160.11.187:8001 api-service.shein.com 0.074"
"March 7th 2019, 17:09:53.000","188.170.192.137 - - [07/Mar/2019:17:09:53 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""188.170.192.137"" ""-"" ""-"" ""memberId=68520349;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_b0954583-1df9-494e-9e2c-7897f74f4f3e;language=-;applanguage=ru;network_type=4G;Device=FRD-L09 Android7.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.111 10.160.11.122:8001 api-service.shein.com 0.111"
"March 7th 2019, 17:09:50.000","188.170.192.137 - - [07/Mar/2019:17:09:50 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""188.170.192.137"" ""-"" ""-"" ""memberId=68520349;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_b0954583-1df9-494e-9e2c-7897f74f4f3e;language=-;applanguage=ru;network_type=4G;Device=FRD-L09 Android7.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.241 10.160.11.122:8001 api-service.shein.com 0.241"
"March 7th 2019, 17:09:48.000","85.140.2.53 - - [07/Mar/2019:17:09:48 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""ZZKKO/6.5.2 (iPhone; iOS 12.1.2; Scale/3.00)"" ""85.140.2.53"" ""-"" ""-"" ""memberId=67844912;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=0431953e3f6eadfa288cae1e8221bb91;language=-;applanguage=ru;network_type=4G;Device=iphoneX ios12.1.2;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=iosshRU;AppType=shein;"" 0.111 10.160.11.122:8001 api-service.shein.com 0.111"
"March 7th 2019, 17:09:47.000","95.110.8.83 - - [07/Mar/2019:17:09:47 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""ZZKKO/6.5.2 (iPhone; iOS 12.1.2; Scale/2.00)"" ""95.110.8.83"" ""-"" ""-"" ""memberId=12487850;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=e0ee1db6ab429906448659803bddad83;language=-;applanguage=ru;network_type=WIFI;Device=iphoneSE ios12.1.2;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=iosshRU;AppType=shein;"" 0.213 10.160.11.122:8001 api-service.shein.com 0.213"
"March 7th 2019, 17:09:43.000","85.91.197.6 - - [07/Mar/2019:17:09:43 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""85.91.197.6"" ""-"" ""-"" ""memberId=69726267;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_404b77cb-6135-4289-9318-3957d94e427a;language=-;applanguage=ru;network_type=WIFI;Device=Redmi6 Android8.1.0;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.125 10.160.11.122:8001 api-service.shein.com 0.125"
"March 7th 2019, 17:09:36.000","31.162.10.174 - - [07/Mar/2019:17:09:36 +0800] ""GET /order/cart_info HTTP/1.1"" 500 74 ""-"" ""okhttp/3.10.0"" ""31.162.10.174, 2.22.31.172, 23.62.238.211"" ""-"" ""-"" ""memberId=-;currency=RUB;SHE_ID=-;userInfo[fb_user]=1;userInfo[is_wholesale]=common;origin_other_id=-;ref_cj=-;ref_linkshare=-;source_wga=-;cookieId=-;session_id=-;net_type=-;dev_id=shein_aef3f3dd-a4b2-4fd5-b8f7-367d115b85df;language=-;applanguage=ru;network_type=WIFI;Device=m3note Android5.1;AppName=shein app;AppVersion=6.5.2;AppCountry=RU;SiteUID=andshRU;AppType=shein;"" 0.075 10.160.10.15:8001 api-service.shein.com 0.075"
